GISP2 Ions: Deep (D) Core

REFERENCE: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This is the ion data set produced by the Glacier Research Group for the
GISP2 D core, from 2 - 3040 m depth. Meters 2 to 96 is B core data.  The
remainder of the data is from the D core.  Concentration values for each
sample are listed along with the top and bottom depth for each sample. 
Depths are in meters, concentrations in micrograms/kilogram (ppb).  Refer
to the file detiond.dat for more details on the upper 96 meter processing. 
D core samples were mechanically cleaned between 96-710m and 1370-1510m. 
All other samples were melted using a teflon coated aluminium apparatus
which melted the center portion from a 3.5 x 3.5 cm section of ice. 

DATA:

DEPTH	(m)	IONS								AGE (yr BP)	
Top	Bottom	Na_ppb	NH4_ppb	K_ppb	Mg_ppb	Ca_ppb	Cl_ppb	NO3_ppb	SO4_ppb	Top	Bottom

1687.7	1687.8	36.1	8.21	4.4	13.4	78.4	55.69	108.02	256.71	11980.2	11983.8
1687.8	1687.9	19.5	9.58	3.95	8.92	63.3	45.39	117.42	130.4	11983.8	11987.4
1687.9	1688	55.4	9.51	6.9	13	90.2	94.98	119.42	143.84	11987.4	11991.0
1688	1688.1	44.5	35.3	5.38	12.2	109	81.38	144.22	124.55	11991.0	11994.4
1688.1	1688.2	19.6	9.7	3.37	8.18	66.8	44.5	115.36	90.27	11994.4	11997.8
1688.2	1688.3	38.8	13	4.25	11.4	108	67.78	138.6	125.48	11997.8	12001.2
1688.3	1688.4	44.9	15.7	4.91	14.8	115	81.65	101.07	122.52	12001.2	12004.6
1688.4	1688.5	17.8	8.56	2.8	6.58	56.1	36.16	77.73	70.71	12004.6	12008.0
1688.5	1688.6	23	16.6	4.61	10.9	110	46.84	123.88	113.15	12008.0	12011.4
1688.6	1688.7	45.4	10.6	5.59	19.1	171	76.4	132.26	191.48	12011.4	12014.8
1688.7	1688.8	28.3	25.9	5.52	9.14	75.6	58.29	101.48	120.49	12014.8	12018.2
1688.8	1688.9	29.1	11.1	3.75	9.42	66.7	58.94	101.17	106.74	12018.2	12021.6
1688.9	1689	29.3	19.6	4.53	9.52	84.3	66.03	114.03	142.45	12021.6	12025.0
1689	1689.1	32.7	12.8	4.79	13.8	119	59.49	128.63	135.45	12025.0	12029.1
1689.1	1689.2	23.9	13.6	4.07	9.44	82	50.84	105.47	94.98	12029.1	12033.2
1689.2	1689.3	42.9	15.2	5.1	12.6	94.5	78.93	125.7	149.9	12033.2	12037.3
1689.3	1689.4	21.1	20.5	4.41	10.1	96.8	45.73	118.3	119.71	12037.3	12041.4
1689.4	1689.5	35.3	35.6	4.69	13.6	109	63.14	107.51	138.4	12041.4	12045.5
1689.5	1689.6	31.6	8.91	7.94	9.25	83.9	55.49	107.21	130.31	12045.5	12049.6
1689.6	1689.7	33.7	25.2	5.77	11.7	83.9	69.5	105.06	127.35	12049.6	12053.7
1689.7	1689.8	38.2	29.1	5.33	14.3	117	72.82	95.94	129.69	12053.7	12057.8
1689.8	1689.9	38.7	23.5	4.95	14	130	72.7	115.72	166.44	12057.8	12061.9
1689.9	1690	29.9	26.4	4.1	9.27	73.2	57.08	86.14	138.09	12061.9	12066.0
1690	1690.1	37.6	19.5	4.76	12.8	74.7	60.11	67.16	227.31	12066.0	12069.6
1690.1	1690.2	19.6	14.8	3.58	8.65	78.4	45.62	121.14	91.05	12069.6	12073.2
1690.2	1690.3	26	10.1	3.53	9.37	67.8	49.83	97.99	86.49	12073.2	12076.8
1690.3	1690.4	25.4	6.88	3.46	9.03	77.1	45.87	107.92	122.83	12076.8	12080.4
1690.4	1690.5	27.3	9.73	4.38	10.2	92.7	51.47	110.06	126.11	12080.4	12084.0
1690.5	1690.6	41	9.35	4.46	13.5	132	68.09	138.5	125.64	12084.0	12087.6
1690.6	1690.7	59.2	14.4	7.44	23	228	95.49	143.32	177.29	12087.6	12091.2
1690.7	1690.8	40.2	10.8	5.27	13.9	85.3	85.56	103.83	143.22	12091.2	12094.8
1690.8	1690.9	47.6	14.5	5.51	12.9	93	98.09	134.68	149.28	12094.8	12098.4
1690.9	1691	26.7	12.1	3.99	10.6	86.6	53.37	115.97	98.91	12098.4	12102.0
1691.11	1691.2	33.3	9.82	6.76	9.44	93.5	66.44	119.38	134.06	12105.7	12108.8
1691.2	1691.3	49.3	14.2	5.03	16.4	199	81.57	143.73	175.53	12108.8	12112.2
1691.3	1691.4	28.6	17.2	5.01	12.2	105	58.43	96.02	131.52	12112.2	12115.6
1691.4	1691.5	34.5	14.6	4.67	14	154	68.86	106.87	133.59	12115.6	12119.0
1691.5	1691.6	40	13.8	4.9	14.6	125	74.08	114.43	156.95	12119.0	12122.4
1691.6	1691.7	44	21.8	5.2	15.5	158	82.35	142.31	137.24	12122.4	12125.8
1691.7	1691.8	36.1	10.8	3.8	11.1	106	68.9	114.33	179.17	12125.8	12129.2
1691.8	1691.9	38.1	24.8	5.13	12.6	108	77.24	124.01	178.22	12129.2	12132.6
1691.9	1692	31.3	14.1	5.57	16.6	150	57.37	117.945	260.12	12132.6	12136.0
1692	1692.1	28.5	24.7	4.65	9.7	91	56.95	138.24	123.4	12136.0	12139.9
1692.1	1692.2	44.5	10.8	4.76	12.6	108	85.8	141.8	148.21	12139.9	12143.8
1692.2	1692.3	66.7	12.4	7.63	36	313	100	152.65	739.36	12143.8	12147.7
1692.3	1692.4	26.2	12.9	4.62	11.1	111	50.59	119.08	127.54	12147.7	12151.6
1692.4	1692.5	41.6	24.5	4.65	11.9	100	88.92	133.64	166.16	12151.6	12155.5
1692.5	1692.6	38.9	15.5	5.44	15.2	137	69.97	109.98	184.88	12155.5	12159.4
1692.6	1692.7	23.4	10	3.61	10.3	110	41.54	109.05	102.52	12159.4	12163.3
1692.7	1692.8	21.5	17.8	4.16	11.1	107	49.93	106.04	122.28	12163.3	12167.2
1692.8	1692.9	63.7	11.9	5.25	15.1	128	113.4	128.12	171.72	12167.2	12171.1
1692.9	1693	50.1	16.6	5.34	14.7	114	93.54	103.33	188.69	12171.1	12175.0
1693	1693.1	25.2	22.2	3.74	8.25	74.7	52.1	107.28	131.36	12175.0	12178.3
1693.1	1693.2	36.6	11.6	4.82	12.6	97.5	71.55	87.62	145.19	12178.3	12181.6
1693.2	1693.3	33.8	44.6	4.84	11.4	106	71.77	117.01	168.07	12181.6	12184.9
1693.3	1693.4	53.3	15	4.55	15.7	159	99.48	92.56	193.6	12184.9	12188.2
1693.4	1693.5	55.3	13.5	5.71	17	150	116.6	135.79	200.57	12188.2	12191.5
1693.5	1693.6	44.7	25.2	5.38	13.1	106	90.9	115.98	150.28	12191.5	12194.8
1693.6	1693.7	25.3	14	3.62	13	142	46.1	105.62	166.64	12194.8	12198.1
1693.7	1693.8	37.4	12.5	9.01	15.1	157	71.84	129.14	232.71	12198.1	12201.4
1693.8	1693.9	35.7	17.9	5.2	12.8	101	69.87	122.375	209.885	12201.4	12204.7
1693.9	1694	23.7	21.5	4.26	10.1	92.6	48.93	113.5	110.97	12204.7	12208.0
1694	1694.1	72.3	14.7	5.83	24.6	289	96.73	124.53	248.36	12208.0	12211.4
1694.1	1694.2	33.5	18.6	4.6	11	108	64.45	104.27	128.02	12211.4	12214.8
1694.2	1694.3	24.1	19.1	4.28	14.1	78.8	45.99	66.87	374.38	12214.8	12218.2
1694.3	1694.4	26.4	18.2	3.98	11.2	89	56.33	138.13	123.4	12218.2	12221.6
1694.4	1694.5	41.7	28.4	5.59	15.9	134	81.79	126.68	247.73	12221.6	12225.0
1694.5	1694.6	36.7	13.1	4.16	13	102	71.14	89.09	129.13	12225.0	12228.4
1694.6	1694.7	44.3	12.5	5.78	19.1	192	80.36	113.71	173.78	12228.4	12231.8
1694.7	1694.8	28.3	20.4	4.49	10.3	92.2	62.32	92.67	117.35	12231.8	12235.2
1694.8	1694.9	30.5	71.8	5.96	14.2	142	57.1	108.74	170.92	12235.2	12238.6
1694.9	1695	22.7	35.6	4.05	9.94	103	47.94	98.12	128.18	12238.6	12242.0
1695	1695.1	35.5	14.7	7.97	12.2	127	58.62	120.17	187.12	12242.0	12246.2
1695.1	1695.2	37.2	8.91	5.64	14	136	62.21	107.47	144.21	12246.2	12250.4
1695.2	1695.3	40.7	14.3	5.48	13.4	125	81.04	129.02	157.27	12250.4	12254.6
1695.3	1695.39	24.2	9.01	3.51	8.49	67.5	53.51	101.18	103.21	12254.6	12258.4
1695.39	1695.5	43.5	13.8	5.25	14.4	134	82.77	128.72	152.55	12258.4	12263.0
1695.5	1695.6	40	22.6	4.72	9.8	76.7	78.76	114.63	147.04	12263.0	12267.2
1695.6	1695.7	24.9	12.1	4.21	10.8	96.1	52.92	105.17	108.11	12267.2	12271.4
1695.7	1695.8	43.4	26.2	6.56	15.1	153	67.41	98.01	149.4	12271.4	12275.6
1695.8	1695.9	31.7	38.5	4.7	12.5	96.2	64.33	97.17	134.815	12275.6	12279.8
1695.9	1696	37	10.8	4.7	14.7	149	61.15	120.99	145.47	12279.8	12284.0
1696	1696.1	22.7	9.49	3.35	8.9	81	43.49	94.5	88.51	12284.0	12287.9
1696.1	1696.2	36	27.2	5.73	14.5	152	70.24	122.93	131.14	12287.9	12291.8
1696.2	1696.3	51.3	13.7	6.77	20.5	224	89.69	130.84	206.09	12291.8	12295.7
1696.3	1696.4	38.5	22.9	6.17	16.5	171	71.89	136.67	177.7	12295.7	12299.6
1696.4	1696.5	30.3	37.7	5.65	13.6	138	61.77	103.7	155.38	12299.6	12303.5
1696.5	1696.6	35.2	15.1	5.66	15.1	142	62.72	116.27	150.82	12303.5	12307.4
1696.6	1696.7	32.8	8.44	3.7	10.4	89.6	54.35	86.55	120.26	12307.4	12311.3
1696.7	1696.8	27.8	11.8	4.65	11.2	107	54.57	125.48	129.56	12311.3	12315.2
1696.8	1696.9	34.5	9.07	4.49	12.2	108	64.26	116.27	152.39	12315.2	12319.1
1696.9	1697	25.6	13.7	3.79	9.82	84.8	47.93	107.68	99.89	12319.1	12323.0
1697	1697.1	38	15.2	5.57	15.2	120	82.44	133.46	141.06	12323.0	12327.0
1697.1	1697.2	59.4	11.2	5.35	16.8	93.4	101.8	91.18	263.23	12327.0	12331.0
1697.2	1697.3	68.1	14.8	6.01	17.5	156	118.2	188.23	259.79	12331.0	12335.0
1697.3	1697.4	43.6	9.38	6.24	16.9	139	81.66	133.86	200.29	12335.0	12339.0
1697.4	1697.5	41.5	20	4.84	10.6	98.2	60.53	120.99	131.77	12339.0	12343.0
1697.5	1697.6	75.5	22.6	8.03	22.4	151	157	134.87	192.45	12343.0	12347.0
1697.6	1697.7	38.9	11.1	9.26	18.5	131	63.05	108.41	412.29	12347.0	12351.0
1697.7	1697.8	90.6	13.5	6.97	20.4	123	154.3	157.34	322.1	12351.0	12355.0
1697.8	1697.9	52.8	11.6	6.12	16.5	117	100.1	134.615	214.24	12355.0	12359.0
1697.9	1698	46.6	8.61	5.82	17.6	153	86.01	117.71	156.32	12359.0	12363.0
1698	1698.1	26.7	12.5	4.01	10.4	82.2	46.98	106.53	91.36	12363.0	12366.7
1698.1	1698.2	28.2	10.4	3.47	9.7	77.9	50.33	111.11	105.58	12366.7	12370.4
1698.2	1698.3	50.7	14.4	7.1	26.3	276	77.91	133.46	186.8	12370.4	12374.1
1698.3	1698.4	26.2	14	4.4	11	94.6	53.8	104.96	150.82	12374.1	12377.8
1698.4	1698.5	46.5	12.2	5.22	17.2	150	80.38	86.01	326.94	12377.8	12381.5
1698.5	1698.6	33.9	13.2	5.75	15.9	151	69.43	125.17	211.58	12381.5	12385.2
1698.6	1698.7	41.8	16.5	4.76	13.1	101	71.96	121.4	149.88	12385.2	12388.9
1698.7	1698.8	17.1	9.52	3.49	7.78	68	35.1	84.16	76.79	12388.9	12392.6
1698.8	1698.9	72.8	20.2	6.25	26.8	330	116	135.87	230.38	12392.6	12396.3
1698.9	1699	24.6	9.08	4.1	11.4	108	45.1	89.11	132.05	12396.3	12400.0
1699	1699.1	27.4	10.9	3.84	10.9	102	54.94	96.83	117.1	12400.0	12403.7
1699.1	1699.2	35.8	8.57	3.73	12.3	107	61.99	107.73	152.42	12403.7	12407.4
1699.2	1699.3	26.8	11.7	3.95	12.5	131	55.29	118.07	117.42	12407.4	12411.1
1699.3	1699.4	22.3	14.9	3.69	11.9	96	42.21	97.03	101.67	12411.1	12414.8
1699.4	1699.5	50.8	12.4	5.22	17.6	162	91.2	140.47	171.21	12414.8	12418.5
1699.5	1699.6	51.9	8.65	4.38	13.5	115	100.3	133.43	201.77	12418.5	12422.2
1699.6	1699.7	30.3	11.3	5.23	13	109	59.64	97.03	240.17	12422.2	12425.9
1699.7	1699.8	51.2	20.6	5.35	13.3	132	90.44	136.21	160.81	12425.9	12429.6
1699.8	1699.9	29.2	12	4.71	13.1	115	61.09	127.66	171.29	12429.6	12433.3
1699.9	1700	30.9	25.8	4.71	10.3	88.7	66.3	114.57	116.79	12433.3	12437.0
1700	1700.1	31.2	25.1	3.85	14.2	130	61.06	118.2	115.8	12437.0	12440.6
1700.1	1700.2	53.8	13.2	7.18	25.4	288	91.25	119.1	176	12440.6	12444.2
1700.2	1700.3	24.6	19.1	2.83	9.1	73.9	35.31	104.1	82.72	12444.2	12447.8
1700.3	1700.4	25.5	21.1	3.9	11.9	99	46.69	99.16	152	12447.8	12451.4
1700.4	1700.5	56.8	12.5	6.87	23.4	221	81.14	153.8	206.8	12451.4	12455.0
1700.5	1700.6	64.4	13.3	5.17	18	126	83.18	95.34	177.7	12455.0	12458.6
1700.6	1700.7	28.5	12.5	3.3	10.4	75.1	43.32	86	99.48	12458.6	12462.2
1700.7	1700.8	50.1	12.7	4.98	17.2	138	77.88	121.1	135.4	12462.2	12465.8
1700.8	1700.9	42.4	19.5	4.77	14.4	121	68.63	122.5	148.9	12465.8	12469.4
1700.9	1701	38.4	12.2	4.46	13.7	107	66.89	119.2	131.9	12469.4	12473.0
1701.01	1701.11	35.7	17.6	4.58	14.9	116	55.37	124.9	156	12473.4	12477.3
1701.11	1701.2	52.9	14.5	5.91	18.7	142	77.66	128.7	220.5	12477.3	12480.8
1701.2	1701.3	39.6	18	4.2	15	117	61.09	114	127.2	12480.8	12484.7
1701.3	1701.4	60.9	18	6.6	23.2	202	80.76	101.8	148.5	12484.7	12488.6
1701.4	1701.5	24.9	17.1	4.25	16.2	163	40.18	83.53	127.1	12488.6	12492.5
1701.5	1701.6	40.5	20.9	5.24	19.6	180	75.27	82.06	150.9	12492.5	12496.4
1701.6	1701.7	60.7	28	5.95	23.8	216	84.61	141.7	144	12496.4	12500.3
1701.7	1701.8	56.3	12.9	5.75	18.5	143	99.49	104.7	149.5	12500.3	12504.2
1701.8	1701.9	32.9	21.3	4.63	14.8	132	63.21	96.85	107.8	12504.2	12508.1
1701.9	1702	40.9	18.8	4.38	15.6	126	60.92	112.2	123.2	12508.1	12512.0
1702	1702.11	62.7	10.6	5.86	20.3	177	72.84	96.8	182.8	12512.0	12516.2
1702.11	1702.2	33.2	23.3	4.7	13.3	120	72.32	113.4	127.5	12516.2	12519.6
1702.2	1702.3	36.9	8.57	4.77	14.2	113	78.43	98.5	128.8	12519.6	12523.4
1702.3	1702.4	48	42.6	4.96	16.9	176	70.39	149.1	221.7	12523.4	12527.2
1702.4	1702.5	35.9	11	3.9	10.9	74.5	68.41	95.63	92.19	12527.2	12531.0
1702.5	1702.6	59.9	16.4	6.04	19	154	91.17	152.4	171.5	12531.0	12534.8
1702.6	1702.7	47.3	26.1	5.24	16.7	143	73.72	109.2	159.8	12534.8	12538.6
1702.7	1702.8	46.4	33.2	5.57	23.6	184	83.14	160.7	280.2	12538.6	12542.4
1702.8	1702.9	25.5	15.4	3.54	13.8	127	47.91	95.86	184.7	12542.4	12546.2
1702.9	1703	54	16.9	8.24	34.8	366	80.86	105.6	236.8	12546.2	12550.0
1703	1703.1	29.2	12.5	4.62	15.1	162	57.5	97.24	113.1	12550.0	12554.0
1703.1	1703.2	33	22.9	4.35	16.1	163	63.48	109.8	216.4	12554.0	12558.0
1703.2	1703.3	48.8	12.9	5.55	21.1	210	79.95	125.1	345.3	12558.0	12562.0
1703.3	1703.4	35.7	15	4.98	18.2	172	65.49	128.7	275.3	12562.0	12566.0
1703.4	1703.5	44.7	14.5	5.87	22.2	244	74.72	132.3	268.3	12566.0	12570.0
1703.5	1703.6	49.8	18.5	6.75	18.9	170	105.9	128.8	192.4	12570.0	12574.0
1703.6	1703.7	32.2	31.2	4.24	15.8	165	57.83	112.4	142.8	12574.0	12578.0
1703.7	1703.8	62.9	15.9	8.27	25.6	260	114.5	103.7	243.7	12578.0	12582.0
1703.8	1703.9	35.8	19.4	3.81	12.2	102	75.85	87.36	115.1	12582.0	12586.0
1703.9	1704	20.7	6.58	3.2	10.7	93.4	42.71	88.85	125	12586.0	12590.0
1704	1704.1	32.9	28	3.91	11.7	111	79.54	106.8	153	12590.0	12593.8
1704.1	1704.2	38.4	9.05	4.79	15.6	172	83.47	134.5	183.7	12593.8	12597.6
1704.2	1704.3	43.8	8.33	4.8	14	86.6	99.69	80.91	172	12597.6	12601.4
1704.3	1704.4	55.2	16.7	10.1	24.2	238	106.6	160.39	439.04	12601.4	12605.2
1704.4	1704.5	57.2	27.9	7.38	39.8	252	70.22	95.86	985.9	12605.2	12609.0
1704.5	1704.6	42.7	18.7	5.82	15.6	142	113.6	138	159.3	12609.0	12612.8
1704.6	1704.7	81.8	13.3	7.24	28.2	293	166.8	135.2	247.1	12612.8	12616.6
1704.7	1704.8	55	23.7	5.41	15.5	121	130.8	89.31	131.7	12616.6	12620.4
1704.8	1704.9	20.9	15.4	2.96	12.4	100	51.82	80.22	216.2	12620.4	12624.2
1704.9	1705	50.2	11.3	5.66	20	170	111.7	117	318.4	12624.2	12628.0
1705	1705.1	44.8	9.75	4.51	17.6	152	92.21	113.3	259.4	12628.0	12631.9
1705.1	1705.2	51.2	9.82	5.98	20.7	186	105.4	122.5	145.9	12631.9	12635.8
1705.2	1705.3	42.1	11.5	4.55	14.9	124	93.29	116.9	124.8	12635.8	12639.7
1705.3	1705.4	47	16.9	4.5	15.7	108	105.1	109	116.9	12639.7	12643.6
1705.4	1705.5	30.3	24.1	4.32	14.4	133	72.08	121.7	158.8	12643.6	12647.5
1705.5	1705.6	63	13.9	6.03	21	188	85.33	111.8	228.6	12647.5	12651.4
1705.6	1705.7	27.1	33.1	3.88	13.1	117	74.18	97.47	119.9	12651.4	12655.3
1705.7	1705.8	48	8.73	5.63	21.5	210	93.58	131.6	257.3	12655.3	12659.2
1705.8	1705.9	28.8	13.3	3.55	11.6	111	60.41	93.22	113.1	12659.2	12663.1
1705.9	1706	42.1	43.2	3.99	16.6	168	90.18	118.5	153.7	12663.1	12667.0
1706	1706.1	52.7	19.2	7.39	23.2	246	92.35	139.7	335.7	12667.0	12671.0
1706.1	1706.2	40.2	9.1	5.39	13.4	125	78.72	75.47	163.4	12671.0	12675.0
1706.2	1706.3	36.5	8	4.81	14.3	153	50.73	91.4	180.7	12675.0	12679.0
1706.3	1706.4	20.4	21.9	2.71	9.6	91.4	34.54	71.83	99.99	12679.0	12683.0
1706.4	1706.5	86.5	19.6	7.66	31.6	399	94.73	156.7	332.4	12683.0	12687.0
1706.5	1706.6	40.7	14.4	4.97	16.2	167	60.83	114.9	156.3	12687.0	12691.0
1706.6	1706.7	41.9	11	4.03	13.5	118	66.48	109.8	155.5	12691.0	12695.0
1706.7	1706.8	34.4	18.2	4.39	14.3	131	52.49	121.1	159.2	12695.0	12699.0
1706.8	1706.9	67.5	14.6	6.32	18.8	172	88.91	144.7	197.6	12699.0	12703.0
1706.9	1707	26	20.1	4.27	14.9	126	52.49	121.1	159.2	12703.0	12707.0
1707	1707.1	31.6	25	4.27	13.8	123	57.97	111.1	139.5	12707.0	12710.4
1707.1	1707.2	47	11.6	6.64	24.3	250	65.9	127.4	180	12710.4	12713.8
1707.2	1707.3	33.6	24.6	4.02	15.3	162	55.99	113.9	120.8	12713.8	12717.2
1707.3	1707.4	47.4	16.3	5.19	15.9	127	75.9	83.74	119.1	12717.2	12720.6
1707.4	1707.5	37.4	20.6	5.23	19.9	199	56.26	95.22	197.2	12720.6	12724.0
1707.5	1707.6	25.3	17.2	4.14	11.5	116	47.88	92.75	128.3	12724.0	12727.4
1707.6	1707.7	38.5	17.6	5.22	21.5	243	62.25	119.5	174.8	12727.4	12730.8
1707.7	1707.8	50.4	11.6	6.03	22.5	139	82.35	81.82	330.5	12730.8	12734.2
1707.8	1707.9	63.4	19.7	7.65	24.8	236	93.95	157.3	178.7	12734.2	12737.6
1707.9	1708	38.2	10	5.33	17.9	159	62.71	108.4	124.8	12737.6	12741.0
1708	1708.1	42.2	18.2	5.04	17.7	160	67.94	115.2	122.4	12741.0	12744.8
1708.1	1708.2	23.4	31.2	4.53	12	123	42.59	94.77	109	12744.8	12748.6
1708.2	1708.3	26.7	45.3	2.22	10.9	113	54.1	108.4	93.28	12748.6	12752.4
1708.3	1708.4	38.5	28.4	4.36	15.3	130	49.64	135.5	202.1	12752.4	12756.2
1708.4	1708.5	29.2	29	3.29	14.4	129	46.47	126.3	107	12756.2	12760.0
1708.5	1708.6	64.5	28.3	6.74	21	174	110.3	201.2	230.1	12760.0	12763.8
1708.6	1708.7	36.3	9.71	5.23	20.9	124	58.18	104.7	393.8	12763.8	12767.6
1708.7	1708.8	42.4	14.1	4.05	13.4	110	71.25	143.8	126.1	12767.6	12771.4
1708.8	1708.9	42.2	77.3	6.95	27.8	312	73.73	155	173.5	12771.4	12775.2
1708.9	1709	41.9	61	2.07	12.7	112	78.44	101.5	120.1	12775.2	12779.0
1709	1709.1	59.4	40.7	5.84	21.9	174	115.7	129.4	133.5	12779.0	12782.7
1709.1	1709.2	26	10.8	2.57	8.55	66.1	50.87	87.24	69.34	12782.7	12786.4
1709.2	1709.3	44.1	40.6	12.6	15	130	81.7	108.7	121.6	12786.4	12790.1
1709.3	1709.4	32.6	23.9	4.35	15.9	144	64.06	96.67	132.2	12790.1	12793.8
1709.4	1709.5	39.9	17.6	3.6	12.5	100	78.61	116.4	111.6	12793.8	12797.5
1709.5	1709.6	30.4	30.6	3.51	12.8	121	47.57	132.7	122.7	12797.5	12801.2
1709.6	1709.7	28.3	27.2	3.37	10.5	76.3	52.03	116.6	98.69	12801.2	12804.9
1709.7	1709.8	33.8	20.1	5.74	12.4	97.7	70.15	125.5	131.6	12804.9	12808.6
1709.8	1709.9	35.8	23.8	3.52	11.5	111	66.51	134.1	151.2	12808.6	12812.3
1709.9	1710	25.7	37.1	2.44	8.22	59.1	62.1	104.8	100.6	12812.3	12816.0
1710	1710.1	42.4	31.5	3.4	7.68	44.8	87.78	91.13	87.43	12816.0	12819.3
1710.1	1710.2	24.3	19.7	2.69	9.06	64.5	53.99	95.41	121.4	12819.3	12822.6
1710.2	1710.3	29.8	25.2	3.29	10.7	77.2	72.33	143.5	92.36	12822.6	12825.9
1710.3	1710.4	48.8	15.3	3.59	11.4	59.6	96.24	114	97.3	12825.9	12829.2
1710.4	1710.5	30.9	25.2	2.81	9.8	64.1	72.52	102.1	73.26	12829.2	12832.5
1710.5	1710.6	11.5	30	1.25	5.36	46.7	35.94	96.63	50.13	12832.5	12835.8
1710.6	1710.7	41.8	15.9	2.9	10.1	56.7	92.38	118.1	85.29	12835.8	12839.1
1710.7	1710.8	34.7	21.8	2.98	9.78	64.5	54.07	97.35	117.2	12839.1	12842.4
1710.8	1710.9	40.8	12.6	3.67	10.6	72.7	96.72	108.6	108.2	12842.4	12845.7
1710.9	1711	13.9	22.1	1.88	6.07	50.9	25.96	101.1	85.95	12845.7	12849.0
1711	1711.1	18.2	14.3	1.99	5.7	33	28.28	90	63.52	12849.0	12852.3
1711.1	1711.2	33.6	18.4	4.61	7.74	51.1	36.56	92.25	93.35	12852.3	12855.6
1711.2	1711.3	30.2	9.01	3.04	10.3	49.3	40.62	114.9	143.6	12855.6	12858.9
1711.3	1711.4	40.6	15.3	3.06	8.19	52.8	54.53	100.1	121	12858.9	12862.2
1711.4	1711.5	18.2	22.6	1.95	5.65	38.6	37.9	119	55.76	12862.2	12865.5
1711.5	1711.6	18.1	10.5	2.21	9.01	53.9	32.02	86.22	75.73	12865.5	12868.8
1711.6	1711.7	19.2	49.6	3.5	5.39	37.9	33.37	110.2	67.98	12868.8	12872.1
1711.7	1711.8	44.3	10.4	3.46	10.3	64	60.1	124	109.5	12872.1	12875.4
1711.8	1711.9	18.7	9.48	3.11	6.36	37.5	38.97	85.3	57.83	12875.4	12878.7
1711.9	1712	13.5	11.7	1.17	4.15	22.5	27.08	65.66	60.88	12878.7	12882.0
1712	1712.1	14.5	9.1	2.76	3.96	31.2	27.4	83.2	62.5	12882.0	12884.8
1712.1	1712.2	25.9	14.7	2.44	5.11	40.6	46.2	101	76.6	12884.8	12887.6
1712.2	1712.3	11.7	31.4	2.21	5.3	45.8	34.9	114	90.7	12887.6	12890.4
1712.3	1712.4	27.9	8.95	2.21	6.64	45.1	47.5	109	90.1	12890.4	12893.2
1712.4	1712.5	14.5	19.7	2.18	7.62	40.8	30.9	79.3	148	12893.2	12896.0
1712.5	1712.6	19.4	17.6	3.64	7.07	56.4	39.4	124	89.2	12896.0	12898.8
1712.6	1712.7	28.6	13.7	3.34	10.7	63.1	72.9	104	138	12898.8	12901.6
1712.7	1712.8	16.9	11.8	2.21	5.2	28.4	39.6	91.3	60.7	12901.6	12904.4
1712.8	1712.9	12.4	8	1.89	4.86	31.2	27.7	107	59.9	12904.4	12907.2
1712.9	1713	17.6	5.56	1.57	3.81	24	25.4	81.6	70.1	12907.2	12910.0
1713	1713.2	13	14.2	1.43	3.51	20.7	28.4	75.6	64.5	12910.0	12915.0
1713.2	1713.4	15.7	5.14	1.25	3.17	16	29	58.4	35.1	12915.0	12920.0
1713.4	1713.6	11.6	12.9	1.03	3.09	18.6	20.3	72.7	40.2	12920.0	12925.0
1713.6	1713.8	14.1	11.8	2.06	5	27.4	33.4	96.4	55.3	12925.0	12930.0
1713.8	1714	15.6	6.77	3.42	4.81	36.2	28.1	68.7	462	12930.0	12935.0
1714	1714.2	16.8	12.4	4.52	3.21	19.7	30.7	90.5	44	12935.0	12939.0
1714.2	1714.4	16.8	8.23	2.13	6.27	29	35.1	88.9	70.9	12939.0	12943.0
1714.4	1714.6	16.6	10.1	1.59	5.02	26.9	30.9	79.8	53.4	12943.0	12947.0
1714.6	1714.8	10.5	18.6	1.8	3.71	18.6	24.3	79	41.1	12947.0	12951.0
1714.8	1715	6.72	10.8	1.15	3.68	21.1	18.6	88.6	41.9	12951.0	12955.0
1715	1715.2	11.2	7.9	1.17	3.98	22.9	25.1	80.9	45.3	12955.0	12959.2
1715.2	1715.4	14.4	11.6	1.12	3.58	23.1	32.1	86.4	47.6	12959.2	12963.4
1715.4	1715.6	11.9	13.6	1.92	2.98	22	26.5	88.7	48.2	12963.4	12967.6
